NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,13.132420100009767,None,1,0.28288260000408627,13.132420100009767,None,,,,,,,,,,,,,,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,13.48661780000839,None,2,0.3380463000066811,13.48661780000839,None,,,,,,,,,,,,,,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,13.896485500008566,None,None,,13.896485500008566,None,,,,,,,,,,,,,,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.950024700010545,None,x,5.926349900008063,14.950024700010545,None,,,,,,,,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,,,,,,,,,0,0,0,0,,,,,20.900794200002565,None,,,,,,,,,,,,,23.94485500000883,None,"['1', '2']",1,"[0.8915830000041751, 0.9019331000017701]",23.94485500000883,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,24.95272400000249,None,"['3', '1']",1,"[0.13563850001082756, 0.26904270000522956]",24.95272400000249,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,25.298498000003747,None,['2'],1,[0.06444019998889416],25.298498000003747,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,25.437649300001794,None,['3'],1,[0.0047451999998884276],25.437649300001794,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,25.52123090000532,None,"['1', '2']",1,"[0.05204100000264589, 0.1367006000073161]",25.52123090000532,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,25.73605820001103,None,['3'],1,[0.011568899994017556],25.73605820001103,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,25.819884500000626,None,"['1', '2']",1,"[0.08078639999439474, 0.1338153999968199]",25.819884500000626,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,26.05574590001197,None,"['3', '1']",1,"[0.00713839998934418, 0.14489039999898523]",26.05574590001197,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,26.30590150000353,None,['2'],1,[0.9415741999982856],26.30590150000353,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,27.319317200002843,None,['1'],1,[0.07188010000390932],27.319317200002843,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,27.47239160000754,None,"['3', '2']",1,"[0.08209159999387339, 0.27996129999519326]",27.47239160000754,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,27.84017350000795,None,['3'],1,[0.04264770000008866],27.84017350000795,None,,001,2021_Nov_15_1757,TMTAB,2021.2.3,143.17437635861228,
