NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,6.47634459999972,None,6.47634459999972,None,8.050598400004674,None,11.101348900003359,None,1,0.6386616000017966,11.101348900003359,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,11.816545800000313,None,2,0.3797904000020935,11.816545800000313,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,12.282114400004502,None,3,0.01078599999891594,12.282114400004502,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,12.365446700001485,None,1,0.10197899999911897,12.365446700001485,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,12.552939900000638,None,2,0.33939630000531906,12.552939900000638,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,12.976542900003551,None,3,0.032693300003302284,12.976542900003551,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,,,,,13.09547030000249,None,1,0.07381380000151694,13.09547030000249,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,,,,,13.240557800003444,None,3,0.17083599999750732,13.240557800003444,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,,,,,13.505147700001544,None,2,0.529901299996709,13.505147700001544,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,,,,,14.115707700002531,None,3,0.046077999999397434,14.115707700002531,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,14.240325099999609,None,1,1.0161861999949906,14.240325099999609,None,,,,,,,,,,,,,,,001,2021_Nov_15_1400,TMTAB,2021.2.3,144.30139366645852,
