NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,14.495704099999784,None,1,0.1252442000004521,14.495704099999784,None,,,,,,,,,,,,,,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,14.71259899999859,None,2,0.5549639000000752,14.71259899999859,None,,,,,,,,,,,,,,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,15.363063199998578,None,None,,15.363063199998578,None,,,,,,,,,,,,,,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,16.41058669999984,None,1,1.4000786999986303,16.41058669999984,None,,,,,,,,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,,,,,,,,,0,0,0,0,,,,,17.82987409999987,None,,,,,,,,,,,,,20.931711899998845,None,"['1', '2']",1,"[0.9662552999998297, 1.177232300000469]",20.931711899998845,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,22.215935599999284,None,"['3', '1']",1,"[0.003059900000152993, 0.1724711999995634]",22.215935599999284,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,22.500078899998698,None,['2'],1,[0.0018295000008947682],22.500078899998698,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,22.59950140000001,None,['3'],1,[0.002494200000001001],22.59950140000001,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,22.699535099998684,None,"['1', '2']",1,"[0.07438929999989341, 0.1703786999987642]",22.699535099998684,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,22.966382699998576,None,['3'],1,[-0.02483820000088599],22.966382699998576,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,23.049617799999396,None,"['1', '2']",1,"[0.07481560000087484, 0.18407230000048003]",23.049617799999396,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,23.30012919999899,None,"['3', '1']",1,"[0.007520499999372987, 0.2033940999990591]",23.30012919999899,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,23.59997099999964,None,['2'],1,[0.036114500000621774],23.59997099999964,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,23.733476999999766,None,"['3', '1']",1,"[-0.005718000000342727, 0.19840320000002976]",23.733476999999766,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,24.016851399999723,None,['2'],1,[0.05103830000007292],24.016851399999723,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,24.150137900000118,None,['3'],1,[0.023141499999837833],24.150137900000118,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,24.26690679999956,None,"['1', '2']",1,"[0.0698247000000265, 0.19919230000050447]",24.26690679999956,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,24.583939099999043,None,['3'],1,[-0.05732669999997597],24.583939099999043,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,24.66707580000002,None,['1'],1,[0.017159799999717507],24.66707580000002,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,24.767195999998876,None,"['2', '3']",1,"[0.04249010000057751, 0.1330874000013864]",24.767195999998876,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,25.00070119999873,None,"['1', '2']",1,"[0.0924512000001414, 0.19774750000033237]",25.00070119999873,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,25.284131200000047,None,['3'],1,[-0.00973589999921387],25.284131200000047,None,,001,2021_Nov_16_1856,TMTAB,2021.2.3,59.649819767962875,
