NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,7.881437099989853,None,7.881437099989853,None,8.343334099990898,None,11.418042399993283,None,1,0.5931301999953575,11.418042399993283,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,12.123134499997832,None,2,0.13450790000206325,12.123134499997832,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,12.353064099996118,None,3,0.07407679999596439,12.353064099996118,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,12.519690399989486,None,1,0.09818040000391193,12.519690399989486,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,12.7072358999867,None,2,0.0288252000027569,12.7072358999867,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,12.825011599998106,None,3,0.006947099987883121,12.825011599998106,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,,,,,12.915904800000135,None,1,0.14100719999987632,12.915904800000135,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,,,,,13.144660699996166,None,3,0.8651634999987436,13.144660699996166,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,,,,,14.151347499995609,None,2,0.5977333000046201,14.151347499995609,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,,,,,14.838875599991297,None,3,0.004029200004879385,14.838875599991297,None,,,,,,,,,,,,,,,001,2021_Nov_17_1053,TMTAB,2021.2.3,140.9101669335802,
